Date,Time,Plot _Number,Subwatrshed_Location,Hydrogeomorphic_Classification,Vegataion_Type ,Percent_Canopy,Percent_Herb,Percent_Shrub,Percent_Bare,Percent_Litter,Percent_Rock,Percent_Woody,Percent_Water,Percent_DC,Grazing_Intensity,Percent_Trample,Percent_Hoof_Punch,Percent_DC_Grazed,Manure_Count,Water_Type_Within_5m ,Number_of_Streams,Water_Within_5m_Dist,Water_Type_Within_10m ,Number_of_Streams,Water_Within_10m_or_more_Dist,Strem_Width,Closest_Water_Distance,Water_Type,Prox_to_Restoration_m,Restoration_Location,Quantity_of_Restoration_Structures,Stream_Restoration_Type,Incised ,Bank_Sloughing ,Cattle_Impact_on_Stream,Cattle_Trail_Crossing_or_Bedding_Area,Stream_Impacts,Notes
8/14/2025,11:43,100,CM,Riparian_High_Gradient,Shrub_Grass_Fir_Forb_Pine,20,10,30,20,15,20,5,0,0,Moderate,15,0,0,0,None ,0,NA,Both,3," 7,11,20",2,7,Sm_Scale_Drainage,"4 upstream, 4 downstream",Both ,2,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, film on top of water",
8/14/2025,11:55,10,CM,Riparian_High_Gradient,Grass_Forb_Pine_Shrub_Sedge ,1,80,5,10,5,5,15,15,0,Low ,25,7,0,1,Sm_Scale_Drainage,3,"0, 1, 5",Stream,2,"9, 12",2,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,Yes,Yes,Yes,No,"Severe hoof punch, trampling, grazing, bank sloughing, manure, incised","Well in_the_plot, DC along drainages outside the plot"
8/14/2025,12:07,7,CM,Riparian_High_Gradient,Forb_Grass_Shrub_Pine,15,30,20,10,5,30,15,0,0,High ,0,0,0,1,None ,0,NA,Stream,2,"in the plot, 26","2 , 1",26,Stream,0,Inside ,1,Log_Jam,No ,No ,Yes,No,Grazing,stream in plot was dry 
8/14/2025,12:21,96,CM,Other,Grass_Forb,0,12,0,30,20,10,15,0,0,High ,50,0,0,3,None ,0,NA,Stream,1,28,2,28,Stream,10 upstream,Upstream ,1,Log_Jam,Yes,No ,Yes,No,"Grazing, incised",Near FS road
8/14/2025,12:37,16,"CM
",Other,Shrub_Grass_Forb_Pine,10,15,10,25,15,8,7,0,0,Moderate,15,0,0,1,None ,0,NA,Stream,1,50,2,50,Stream,.5 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,Manure is old
8/14/2025,12:45,32,"CM
",Other,Shrub_Grass_Forb_Pine_DC,10,15,10,20,5,30,7,20,3,Low ,0,1,0,1,None ,0,NA,Stream,1,0,5,0,Stream,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,
8/18/2025,11:07,3,RF,Riparian_Mid_Gradient,Shrub_Pine_Grass_Forb,0,5,30,10,25,15,25,0,0,Low ,5,0,0,3,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,Yes,No,NA,"Manure is old, possible bear sign (munched pine cones)"
8/18/2025,11:29,6,RF,Dry,Forb_Shrub_Grass_Pine,5,25,3,10,25,15,2,0,0,Low ,10,0,0,2,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,Yes,Yes,NA,"Manure is old, possible cattle trail but looks old, and not frequently used"
8/18/2025,11:37,92,RF,Dry,Shrub_Fir_Forb_Grass_Pine,20,8,80,5,15,3,10,0,0,Low ,3,0,0,2,None ,0,NA,Sm_Scale_Drainage,1,43,NA,43,Sm_Scale_Drainage,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Manure, trampling",
8/18/2025,11:56,57,RF,Riparian_Mid_Gradient, Shrub_Grass_Pine_Fir_Forb,5,10,50,8,15,40,0,0,0,None ,0,0,0,0,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,No ,No,NA,Wall of rock/blouders in plot 
8/18/2025,12:12,80,RF,Riparian_Mid_Gradient, Forb_Shrub_Grass,10,40,40,0,0,25,10,8,0,None ,0,0,0,0,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,No ,No,"None, this plot dpesn't appear to have any cattle impact",Flower diversity is very high
8/18/2025,12:21,64,RF,Riparian_Mid_Gradient,Shrub_Forb_Fir,0,10,15,0,5,75,0,1,0,None ,0,0,0,0,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,No ,No,"None, water is running below rocks(we are in rock field) so we can hear it running but can barely see it ",
8/18/2025,12:32,59,RF,Riparian_Mid_Gradient,Forb_Pine_Grass_DC_Fir_Shrub,3,50,5,5,10,5,3,10,35,Moderate,15,10,20,3,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,"3 upstream, 5 downstream",Both ,2,Log_Jam,No ,No ,Yes,No,"Grazing(DC & other), hoof punch, trampling",
8/18/2025,12:58,39,RF,Riparian_Mid_Gradient,Forb_Shrub_Grass_Fir_Pine,15,30,12,5,5,12,25,10,15,Moderate,3,3,8,3,Both,2,"0, 5",None ,0,NA,3,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,Manure is old,
8/18/2025,1:30,116,RF,Subsurface_Low_Gradient,Grass_Forb_Pine_Sedge,10,75,0,10,3,30,3,5,8,Moderate,15,5,0,2,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,"10, 13, 17, 21 upstream",Upstream ,4,BDA,No ,No ,Yes,No,"Upstream of drainage has severe hoof punch and trampling in DC patch, manure",4 BDAs have made ground saturated making the perfect conditions for hoof punch
8/18/2025,1:46,30,RF,Subsurface_Low_Gradient,Sedge_Grass_Forb,0,95,0,3,0,0,0,2,0,Low ,15,5,0,2,Pond,1,1,Sm_Scale_Drainage,1,21,NA,1,Pond,"Adjacent to plot, 4, 8, 11 downstream",Inside ,4,BDA,No ,No ,Yes,No,"Adjacent to plot and downstream  has severe hoof punch and trampling in DC patch, manure","Well near plot, mud pits found in meadow, pond has trampling ciricle around its perimeter = possible congregation areas? "
8/18/2025,2:10,90,RF,Riparian_Mid_Gradient,Sedge_Grass_Forb_Pine_DC_Shrub,3,50,2,3,2,1,5,5,30,Moderate,25,3,25,2,Sm_Scale_Drainage,1,0,Stream,1,40,4,0,Sm_Scale_Drainage,"Log_Jam 0, 2 downstream, BDA 1, 8, 16 downstream",Inside ,5,Both,Yes,Yes,Yes,No,"Stream looks incised, and has bank sloughing, the drainage has hoof punch, trampling, grazing (DC & other), manure, 3 BDAs and 2 Log Jams","Severe trampling in DC patch, manure is old"
8/18/2025,2:21,31,RF,Riparian_Mid_Gradient,Shrub_Grass_Forb_Fir_Pine_Rush,20,25,25,1,15,35,1,10,10,Low ,10,15,1,1,Sm_Scale_Drainage,2,"0, 9",Stream,1,50,4,0,Sm_Scale_Drainage,"0, 3 upstream",Inside ,4,Both,No ,No ,Yes,Yes,"Trampling, grazing",Possible stream crossing w/ trampling and manure on rocky section of stream
8/18/2025,2:50,148,RF,Riparian_Mid_Gradient,Grass_Shrub_Forb_Pine_Sedge_DC_Fir,2,30,15,3,5,35,25,20,10,Moderate,5,0,5,1,Both,2,0,None ,0,NA,2.5,0,Both,"0, 2 downstream",Inside ,3,Both,Yes,No ,Yes,No,"Grazing, incised (starting)",
8/19/2025,8:03,83,CM,Other,Forb_Grass_Pine_Shrub,10,30,10,10,20,15,8,0,0,Moderate,0,0,0,0,Sm_Scale_Drainage ,1,1,None ,0,NA,NA,1,Sm_Scale_Drainage ,4 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Grazing, trampling","Trampling outside plot, sm scale drainage is dry"
8/19/2025,8:09,104,CM,Other,Shrub_Forb_Pine_Grass,10,20,1,10,20,12,5,0,0,High ,0,0,0,1,Sm_Scale_Drainage ,1,0,None ,1,10,NA,0,Sm_Scale_Drainage ,5 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,sm scale drainage is dry
8/19/2025,8:16,9,CM,Other,Grass_Forb_Pine_Fir,15,8,0,15,20,5,10,0,0,Moderate,8,0,0,4,None ,0,NA,Stream,1,48,1.5,48,Stream,None,NA,0,None,No ,No ,Yes,No,"Manure, grazing",DC present along stream and Grouse found at stream
8/19/2025,8:45,134,CM,Other,Grass_Pine_Forb_Sedge_DC,0,75,0,0,0,5,0,10,10,Moderate,20,5,10,3,Sm_Scale_Drainage,1,0,Stream,1,9.5,1.5,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Grazing, trampling, hoof punch, manure",
8/19/2025,8:54,122,CM,Other,Forb_Grass_Pine_DC_Sedge,5,85,0,0,3,8,3,10,8,High ,50,3,10,3,Sm_Scale_Drainage,2,0,None ,0,NA,NA,0,Sm_Scale_Drainage,15 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, manure, grazing (DC & other)",Plot heavily impacted by cattle
8/19/2025,8:26,27,CM,Other,Forb_Grass_Pine,20,25,0,5,20,18,10,0,0,High ,5,0,0,5,None ,0,NA,Stream,1,50,1.5,50,Stream,2 downstream,Downstream ,1,Log_Jam,No ,Yes,Yes,No,"Manure, grazing, bank sloughing (starting), incision (starting), trampling",Plot near FS road
8/19/2025,8:36,20,CM,Other,Pine_Forb_Grass,0,8,0,30,15,15,5,0,0,Moderate,5,0,0,4,None ,0,NA,Stream,1,33,1.5,33,Stream,"3 downstream, 5 upstream",Both ,2,Log_Jam,No ,Yes,Yes,No,"Manure, grazing, trampling, incision (starting), bank sloughing (starting)","Plot near FS road, DC on stream"
8/19/2025,9:13,124,CM,Other,Grass_Sedge_Pine_Forb_Shrub,5,65,3,5,1,25,5,15,0,Moderate,30,10,0,1,Sm_Scale_Drainage,1,0,Stream,2,"20, 15",1.5,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, trampling, amure, grazing","Plot (area of meadow) heavily impacted, DC present near drainage outside plot"
8/19/2025,9:38,85,CM,Riparian_High_Gradient,Pine_Grass_Shrub_Forb,15,70,10,20,5,5,3,1,0,High ,8,5,0,5,Sm_Scale_Drainage,2,"0.5, 1.5",None ,0,NA,NA,0.5,Sm_Scale_Drainage,None,NA,0,None,No ,Yes,Yes,No,"Crossing point w/ hoof punch, trampling, grazing, bank sloughing, maure",Cows in meadow 
RESAMPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2025,1:05,81,CM,Discharge_Slope,Sedge_Grass_Forb_Shrub_Pine_DC,0,60,2,5,0,1,0,25,20,High,10,2,15,3,Both,3,0,None ,0,NA,1.5,0,Both,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, grazing, trampling, DC munched ",
9/8/2025,1:17,118,CM,Discharge_Slope,Pine_Grass_Forb_DC_Sedge,1,60,5,5,15,15,0,1,7,High,15,4,3,3,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,Yes,"Hoof punch, trampling, grazing",Possible stream crossing
9/8/2025,1:28,99,CM,Depressional_Seasonal,Forb_Pine_Grass_Shrub_Fir,15,25,5,10,20,10,10,0,0,High,0,0,0,4,Sm_Scale_Drainage ,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,Yes,No ,No ,No,Incised,sm scale driange is dry
9/8/2025,1:37,18,CM,Discharge_Slope,Pine_Shrub_Grass_Forb,20,20,25,10,20,1,15,0,0,High,15,0,0,2,Stream,1,0.5,None ,0,NA,2,0.5,Stream,plot_adjacent ,Inside ,1,Log_Jam,Yes,No ,Yes,No,"Incised, grazing ",
9/8/2025,1:52,85,CM,Riparian_High_Gradient ,Grass_Shrub_Pine_Forb,5,40,10,5,20,10,7,0,0,High,10,0,0,7,Sm_Scale_Drainage ,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,Yes,Yes,No,"Bank sloughing, hoof punch(old), trampling, grazing",sm sclae driange is dry 
9/8/2025,2:12,22,CM,Riparian_High_Gradient ,"Grass, pine, sedge, forb",0,80,0,5,3,7,5,0,0,Moderate ,10,0,0,3,Sm_Scale_Drainage ,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Hoof punch, trampling ",sm sclae driange is dry 
9/8/2025,2:21,97,CM,Riparian_High_Gradient ,Grass_Forb_Sedge ,0,80,0,8,0,10,2,0,0,High,5,0,0,4,Sm_Scale_Drainage ,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Trampling, hoof punch",sm sclae driange is dry 
9/8/2025,2:30,109,CM,Riparian_High_Gradient ,Grass_Pine_Forb_Shrub,15,20,1,5,10,15,1,20,0,High,5,0,0,1,Stream,1,0,None,0,NA,2,0,Stream,10 upstream,Upstream ,1,Log_Jam,No ,Yes,Yes,No,"Bank sloughing, trampling, manure, grazing",
9/8/2025,2:46,144,CM,Riparian_High_Gradient ,Fir_Shrub_Grass_Forb_Pine,10,20,5,10,10,7,3,0,0,High,0,0,0,4,Sm_Scale_Drainage,1,1,None,0,NA,NA,1,Sm_Scale_Drainage,8 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"hoof punch, trampling, grazing",near cattle exclusions 
9/8/2025,3:00,47,CM,Riparian_High_Gradient ,Grass_Forb_DC_Pine ,15,70,0,0,10,7,3,10,5,High,10,7,20,4,Sm_Scale_Drainage,1,0,None,0,NA,Na,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"hoof punch, trampling",
9/8/2025,3:09,41,CM,Riparian_High_Gradient ,Shrub_Grass_Pine_Forb,10,15,20,5,10,20,10,15,0,High,15,1,0,1,Stream,2,0,None,0,NA,"2, 2",0,Stream,NA,NA,0,None,No ,No ,Yes,No,"Grazing, trampling, hoof punch",Stream splits into 2 above plot then rejoins after
9/8/2025,3:19,36,CM,Riparian_High_Gradient ,Grass_Forb_Pine_Fir ,1,15,0,10,5,20,30,0,0,Low,5,0,0,0,None,0,NA,None,0,NA,NA,NA,NA,NA,NA,0,None,No ,No ,No ,No,,
9/8/2025,3:31,23,CM,Riparian_High_Gradient ,Grass_Forb_Pine_Fir,15,10,0,5,15,5,10,0,0,High,10,0,0,3,Sm_Scale_Drainage,1,5,Stream,1,10,5,5,Sm_Scale_Drainage,3 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"hoof punch, trampling, manure, grazing",
9/8/2025,3:45,19,CM,Other,Forb_Grass_Sedge ,0,85,0,5,1,7,10,0,0,Moderate ,5,0,0,4,None ,0,NA,Sm_Scale_Drainage,1,10,NA,10,Sm_Scale_Drainage,.5 upstream,Upstream,1,Log_Jam,No ,No ,Yes,No,"trampling, hoof punch ",
9/8/2025,3:52,124,CM,Other,Grass_Pine_Sedge_Shrub_Forb,5,75,2,1,1,25,10,15,0,Moderate ,10,2,0,2,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,5 downstream,Downstream,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, manure",
9/8/2025,4:00,134,CM,Other,Pine_Grass_Forb_Sedge_DC,0,85,0,0,0,5,5,10,15,Low,10,7,5,3,Sm_Scale_Drainage,2,0,None,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, grazing ",
9/8/2025,4:09,27,CM,Other,Forb_Pine_Shrub_Grass,20,15,2,15,25,15,15,0,0,High,10,0,0,4,None,0,NA,None,0,NA,NA,NA,NA,NA,NA,NA,None,No ,No ,No ,No,NA,
9/8/2025,4:15,104,CM,Other,Forb_Grass_Pine,10,15,0,5,20,15,5,0,0,High,0,0,0,2,Sm_Scale_Drainage ,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,Grazing ,sm scale drianage is dry 
9/8/2025,4:22,96,CM,Other,Pine_Shrub_Forb_Grass_Cedar,5,5,1,30,10,20,15,0,0,Moderate ,7,0,0,2,None,0,NA,None,0,NA ,NA,NA ,NA,NA,NA,NA,None,No ,No ,No ,No,,
9/8/2025,4:30,7,CM,Riparian_High_Gradient ,Shrub_Grass_Forb_Pine,15,15,20,10,15,25,5,0,0,High,1,0,0,2,Stream,1,0,None ,0,NA,2,0,Stream,.5 down,Downstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,
09/09//25,9:55,84,CM,Dry, Shrub_Grass_Pine_Fir_Forb,1,15,25,10,15,20,7,0,0,High,5,0,0,5,Sm_Scale_Drainage,1,0.5,None,0,NA,NA,0.5,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Hoof punch, grazing, trampling",
9/9/2025,10:13,38,CM,Dry,Shrub_Grass_Forb_Pine_Fir_DC,30,25,10,0,20,3,5,5,15,High,25,10,30,6,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Hoof punch, manure, trampling, grazing ",
09/09//25,10:25,48,CM,Dry,Forb_DC_Grass_Pine_Rush,3,50,0,0,7,1,0,10,40,Low,30,25,30,1,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Hoof punch, trampling, grazing",Oranage film present
9/9/2025,10:51,86,CM,Dry,Pine_Shrub_Grass_Forb,10,12,10,3,25,15,30,0,0,Low,0,0,0,2,None,0,NA,None,0,NA,NA,NA,NA,NA,NA,NA,None,No ,No ,No ,No,NA,Near FS road
09/09//25,11:03,69,CM,Other,Fir_Pine_Forb_Grass,5,20,0,15,15,10,10,7,0,High,20,0,0,1,Stream,1,0,None ,0,NA,4,0,Stream,NA,NA,NA,None,No ,No ,Yes,Yes,"Grazing, trampling, slight incisions",Cattle trail near plot 
9/9/2025,11:14,72,CM,Other,Grass_Shrub_Pine_Forb_Cedar,5,40,3,3,30,10,0,0,0,High,0,0,0,0,None,0,NA,None,0,NA,NA,NA,NA,NA,NA,NA,None,No ,No ,No ,No,,FS road through plot
9/9/2025,11:24,21,CM,Other,Pine_Shrub_Forb_Grass,10,15,10,10,15,20,10,0,0,High,0,0,0,1,Stream,1,0.5,None ,0,NA,3,0.5,Stream,"10, 15 upstream",Upstream,2,Log_Jam,No ,Yes,Yes,No,"Grazing, bank sloughing (starting)",
9/9/2025,12:24,49,CM,Discharge_Slope,Grass_Shrub_Forb_Cedar,3,10,2,15,80,0,3,0,0,Moderate ,20,0,0,12,None ,0,NA,Sm_Scale_Drainage,1,20,NA,20,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Trampling, hoof punch, manure",
9/9/2025,12:53,68,CM,Discharge_Slope,Shrub_Grass_Forb_Cedar,3,10,20,0,35,25,7,0,0,Low,0,0,0,1,None ,0,NA,Sm_Scale_Drainage,1,15,NA,15,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Trampling, hoof punch, manure",
9/9/2025,1:07,142,CM,Discharge_Slope,Shrub_Forb_Rush_DC_Grass_Pine_Sedge_Fir_Cedar,0,45,20,1,10,5,0,5,20,Low,15,1,5,2,Sm_Scale_Drainage,1,0,Stream,1,30,5,0,Sm_Scale_Drainage,15,NA,1,Log_Jam,No ,No ,No ,No,"hoof punch, trampling",
9/9/2025,2:10,130,CM,Subsurface_Mid_Gradient,Forb_Grass_Pine_Shrub_Sedge ,5,45,3,2,10,0,7,8,20,High,15,10,15,5,Sm_Scale_Drainage,1,0,Stream,1,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,Yes,"none on stream but sm scale drainge has hoof punch, trampling, grazing, manure ",Near system of cattle trails 
9/9/2025,2:35,143,CM,Dry,Shrub_Forb_Grass_Pine,10,30,5,10,20,3,7,0,0,High,0,0,0,0,None,0,NA,Stream,1,NA,NA,NA,Stream,NA,NA,2,Log_Jam ,No ,No ,Yes,No,"grazing, trampling",
9/9/2025,3:30,52,CM,Other,Grass_Forb_Sedge ,0,90,0,10,1,1,0,10,0,Low,2,3,0,0,Sm_Scale_Drainage,1,0,Stream,1,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,No ,No,,still relatively untouched but slightl;y more impact than before 
9/9/2025,3:48,2,CM,Discharge_Slope,Shrub_Grass_Forb_Pine_Cedar_Fir,25,7,5,0,75,4,1,0,5,Moderate ,3,2,0,0,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"hoof punch, trampling, grazing",
9/9/2025,4:07,113,CM,Dry,Forb_Grass_Shrub_Cedar,0,20,10,15,10,20,1,0,0,Moderate ,10,0,0,3,None ,0,NA,None,0,NA,NA,NA,NA,NA,NA,NA,None,No ,No ,No ,No,,Near FS road 
9/9/2025,4:17,126,CM,Dry,Pine_Grass_Forb,0,20,0,15,15,15,10,0,0,High,0,0,0,0,None,0,NA,Stream,1,30,5,30,Stream,NA,NA,NA,None,No ,No ,No ,Yes,,Near FS road that's by thr stream crossing 
9/10/2025,8:40,12,RF,Riparian_Mid_Gradient,Shrub_Grass_Forb_Fir,10,30,25,10,30,20,5,0,0,Moderate ,0,0,0,0,Sm_Scale_Drainage,1,0,Stream ,1,30,NA,0,Sm_Scale_Drainage,NA,NA,2,Both,No ,No ,Yes,No,"Manure, trampling",BDA on sm scale drainage
9/10/2025,8:50,112,RF,Riparian_Mid_Gradient,Grass_Sedge_Forb_Shrub,5,75,3,3,5,3,5,10,3,High,20,10,0,3,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,"1 down, 3 up",Both,2,Log_Jam,No ,No ,Yes,No,"hoof punch, trampling",
9/10/2025,8:58,1,RF,Riparian_Mid_Gradient, Shrub_Grass_Pine_Fir_Forb,40,3,30,0,40,25,10,0,0,Low,0,0,0,0,None,0,NA,Both,2,"10, 15",5,10,Sm_Scale_Drainage,"10 up, 8 down",Both ,2,Log_Jam,No ,No ,Yes,Yes,"Grazing, hoof punmch, trampling, manure",Approx. 12m upstream is a cattle stream crossing above Log_Jam 
9/10/2025,9:31,39,RF,Riparian_Mid_Gradient,Grass_Shrub_Forb_DC_Pine_Fir,5,60,12,10,3,25,20,5,3,None,5,0,30,0,Stream,1,5,None,0,NA,4,5,Stream,NA,NA,NA,None,No ,No ,Yes,No,Grazing ,
9/10/2025,9:43,64,RF,Riparian_Mid_Gradient,Shrub_Forb_Fir,0,5,25,0,0,75,0,0,0,None,0,0,0,0,Stream,1,0,None,0,NA,NA,0,Stream,NA,NA,NA,None,No ,No ,No ,No,Cannot see the stream,Stream is running below rock feild 
9/15/2025,2:39,78,RF,Riparian_Mid_Gradient,Shrub_Fir,30,0,5,7,80,5,3,0,0,None,12,0,1,6,None,0,NA,Stream ,1,50,3,50,Stream ,50,NA,1,Log_Jam,No ,No ,Yes,Yes,Grazing,possible cattle trail through plot
9/15/2025,2:48,148,RF,Riparian_Mid_Gradient,Shrub_Forb_DC_Grass_Pine,0,50,10,7,3,15,0,5,5,High,10,3,50,2,Both,2,"0, 2",None,0,NA,3,0,Sm_Scale_Drainage,plot_adjacent ,Inside ,1,Log_Jam ,No ,No ,Yes,No,"grazing, hoof punch, trampling ",
9/15/2025,2:59,76,RF,Riparian_Mid_Gradient,Shrub_Grass_Forb,10,5,7,40,30,15,3,0,0,Low,15,0,0,8,None,0,NA,Both,2,"12, 15",2,12,Sm_Scale_Drainage,1 downstream ,Downstream,1,Log_Jam ,No ,No ,Yes,Yes,"hoof punch, trampling, grazing, DC present ",Cattle trail through plot 
9/15/2025,3:09,37,RF,Riparian_Mid_Gradient,Grass_Forb_Pine_Fir,10,25,1,40,30,5,1,0,0,High,25,0,0,12,Sm_Scale_Drainage,2,"1.5, 10",Stream ,1,15,1.5,1.5,Sm_Scale_Drainage,NA,NA,0,None,No ,No ,Yes,No,"trampling, hoof punch","DC present along drainage, algae in drainage "
9/15/2025,3:42,138,RF,Riparian_Mid_Gradient,Grass_Pine_Forb,15,30,0,10,10,0,25,25,0,Moderate ,30,10,0,10,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"Trampling, grazing, hoof punch",film present in stagnent water
9/15/2025,3:51,17,RF,Riparian_Mid_Gradient,Grass_Forb_Pine,0,60,0,5,2,5,25,0,0,High,15,0,0,10,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,5 upstream,Upstream,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, grazing ",sm scale drainage is dry 
